14,7,5
13,8,5
11,8,1
7,5,3
10,8,3
12,4,3
16,5,1
20,7,2
15,5,2
19,9,6
16,7,4
14,6,1
14,5,6
15,6,2
17,3,3
18,5,6
17,9,4
15,6,4
18,5,5
16,10,3
19,9,1
16,4,2
15,7,2
9,9,3
12,6,4
8,9,3
9,5,5
9,5,4
11,5,4
14,5,4
13,7,1
15,7,3
16,6,14
15,6,21
18,7,7
15,6,11
17,8,9
16,8,8
16,9,3
16,6,2
20,7,2
19,10,3
17,10,2
21,9,4
18,6,2
16,7,2
16,6,2
9,7,1
12,8,5
12,8,4
12,3,3
9,8,3
13,3,1
16,7,3
18,8,4
31,10,7
37,12,3
31,13,5
30,10,7
31,11,4
32,11,5
27,11,5
26,13,3
31,11,5
32,12,4
30,11,4
30,12,4
25,11,5
24,11,4
20,11,6
17,10,5
13,6,3
16,11,5
12,6,5
13,7,5
12,6,2
16,6,2
13,9,3
18,6,2
21,9,5
47,9,5
42,11,6
30,8,5
34,6,4
31,13,4
30,7,5
29,12,3
33,12,3
31,14,5
30,11,4
32,11,5
30,12,5
25,6,3
25,9,3
22,7,3
19,7,6
18,4,1
15,5,2
14,3,5
14,6,5
14,6,4
17,8,4
25,5,5
39,6,6
36,7,8
35,9,4
30,11,7
38,13,3
30,9,4
29,10,3
29,11,7
31,7,4
33,11,3
33,13,6
28,11,4
34,10,6
24,11,3
26,14,5
20,8,5
16,8,3
17,8,1
14,6,2
12,9,5
11,4,1
16,8,3
15,7,2
20,9,3
31,8,5
37,9,5
38,9,5
29,9,7
32,12,7
34,13,6
33,10,5
26,10,4
31,13,6
35,9,2
30,11,6
33,8,5
31,11,3
26,7,2
24,10,4
20,9,5
17,6,5
13,7,5
16,4,4
15,9,3
13,8,3
15,6,1
16,8,5
22,11,5
37,30,5
42,34,7
43,40,6
40,38,7
44,38,6
44,40,2
39,39,4
29,22,6
41,10,6
39,12,7
35,12,3
30,8,5
31,9,2
28,8,1
24,8,5
25,10,5
18,5,5
14,8,2
13,8,3
11,4,5
11,3,2
14,4,3
17,4,2
15,6,1
24,8,4
24,4,3
21,9,4
20,5,7
20,5,5
16,7,5
19,6,5
17,5,2
19,8,1
20,5,4
19,7,2
18,7,3
21,9,2
20,7,4
15,6,4
14,8,3
14,4,4
11,3,3
9,6,3
6,6,3
11,4,1
10,4,1
11,4,2
16,6,4
20,7,3
18,6,2
23,5,14
19,6,5
19,5,7
17,5,9
19,7,8
16,7,3
18,8,5
28,6,6
24,10,7
26,7,7
22,6,3
23,10,5
18,6,4
16,5,5
12,8,2
11,5,3
9,7,4
9,6,2
10,4,4
15,9,5
14,4,4
21,9,4
24,10,4
39,9,3
43,10,6
34,7,5
35,11,7
31,12,5
31,9,5
31,12,6
28,8,2
36,11,4
30,9,3
28,13,5
26,12,4
23,8,6
23,10,6
20,9,1
19,10,2
13,8,2
14,7,2
14,7,3
13,7,3
15,8,2
15,6,1
22,8,4
27,10,6
27,11,5
34,11,6
31,10,5
29,11,7
31,14,7
23,8,4
26,6,6
30,14,4
32,6,6
32,7,4
23,11,3
28,7,7
25,9,2
19,9,5
18,6,3
21,9,4
18,8,4
15,4,3
10,7,3
11,5,1
12,8,2
13,9,2
19,8,5
26,9,3
37,10,6
35,7,5
27,9,3
31,12,6
29,11,5
25,12,7
22,8,3
23,10,4
24,13,2
24,9,3
24,9,3
27,12,4
23,7,6
17,6,2
15,6,4
19,7,2
16,6,5
11,2,4
10,4,2
15,10,6
15,10,4
14,7,2
15,8,5
22,6,4
30,10,6
31,10,7
24,7,6
27,9,4
24,7,5
21,7,5
20,11,10
22,5,7
22,7,3
22,10,6
18,5,6
21,8,5
23,5,4
13,6,3
13,4,1
12,3,3
9,3,9
10,3,2
8,5,4
10,5,1
8,7,2
10,4,5
13,4,4
17,7,5
17,8,1
14,7,3
15,8,4
15,2,3
16,4,6
13,6,5
13,3,6
15,3,5
19,4,4
21,6,1
16,8,3
14,4,9
16,4,4
16,8,4
15,5,4
12,8,5
8,6,4
10,6,3
9,7,5
8,3,3
7,4,5
10,3,3
13,3,6
15,7,5
19,6,6
15,8,4
14,5,3
18,7,4
17,7,1
14,10,2
17,4,5
19,4,6
19,7,3
19,5,5
17,7,2
18,6,4
15,6,5
15,6,3
15,7,4
15,7,4
12,3,1
9,6,5
9,7,5
9,7,5
11,4,3
9,3,2
12,3,5
17,3,5
16,3,4
20,7,3
16,5,2
14,11,3
13,5,2
17,11,2
18,5,6
19,6,7
20,8,2
20,6,3
20,10,4
17,9,3
20,7,3
14,7,3
13,7,3
9,8,3
8,7,2
10,4,2
8,5,3
11,4,2
10,7,5
15,8,4
15,6,5
21,9,7
26,7,4
28,10,5
32,12,4
36,12,4
33,9,8
30,14,7
24,13,5
30,15,5
29,12,5
28,10,6
26,12,3
24,11,3
24,9,6
19,9,5
19,5,3
16,9,6
11,8,3
13,6,5
12,6,3
11,4,5
13,10,4
16,7,4
19,7,5
28,6,5
35,10,5
33,11,6
27,12,5
29,8,4
30,9,5
32,12,5
27,12,4
24,9,4
29,10,7
24,10,4
23,9,2
26,7,8
22,9,12
19,9,5
17,6,5
18,7,2
14,4,6
12,8,1
10,7,5
13,6,5
13,4,3
16,6,5
18,6,6
22,7,2
50,12,9
34,11,8
31,11,9
34,12,10
31,11,8
29,10,9
30,12,6
28,9,6
31,10,5
29,8,9
31,10,9
28,8,6
25,10,5
20,11,7
18,6,4
14,5,5
13,7,2
14,8,3
7,4,2
13,5,4
13,5,5
13,6,2
17,8,4
22,7,6
25,9,7
25,12,6
23,6,3
18,8,4
24,8,7
19,9,5
20,9,6
15,7,2
21,9,5
18,10,4
17,6,5
14,6,2
15,9,4
13,8,3
13,1,5
11,3,4
6,7,1
8,4,1
6,6,5
7,6,5
8,6,2
9,7,5
8,4,3
11,7,2
10,5,1
13,5,3
12,7,5
11,6,1
17,7,3
20,8,3
15,8,5
15,7,8
18,7,3
17,7,4
18,5,5
17,9,5
18,5,3
15,6,5
15,2,5
11,4,2
10,5,1
8,6,3
9,2,1
9,6,3
11,7,6
9,3,4
13,4,3
20,7,6
21,3,6
21,7,7
18,5,3
15,8,2
16,6,4
17,6,6
17,6,7
18,8,6
16,6,4
21,7,10
20,6,5
18,8,5
21,6,6
19,4,3
13,5,3
11,7,5
11,6,2
8,4,1
7,3,3
10,7,6
9,6,6
9,4,4
12,4,5
25,5,3
22,9,4
21,4,6
18,7,6
20,4,4
20,5,4
17,6,6
20,3,3
17,5,3
28,6,3
24,8,5
22,9,3
22,8,4
20,10,7
19,9,3
19,7,4
12,3,4
17,4,3
13,3,4
14,4,1
14,7,5
18,7,2
19,5,5
28,9,5
35,12,7
39,12,7
37,8,9
28,9,8
36,9,5
36,16,8
33,10,8
31,9,7
34,7,10
41,11,8
38,10,6
34,9,6
29,12,8
29,8,5
28,13,6
21,6,3
16,7,5
16,10,6
14,10,3
13,9,2
13,5,4
13,7,4
20,5,6
18,6,6
27,7,6
31,9,8
32,12,8
26,9,4
29,11,9
29,13,10
29,13,7
26,14,9
28,10,8
40,12,12
36,13,8
33,8,9
34,12,7
30,8,8
29,10,9
25,7,4
23,8,5
19,8,4
16,5,1
16,6,3
15,3,1
15,8,5
19,7,4
31,8,4
37,8,7
40,9,6
34,8,4
31,8,5
29,9,5
34,10,9
30,11,9
33,12,5
33,8,10
35,10,11
31,9,6
32,7,6
32,8,8
28,10,4
25,8,6
22,10,6
21,8,4
16,11,5
15,5,6
15,4,2
18,6,5
18,7,4
20,5,5
20,9,7
26,10,6
29,10,6
30,13,8
23,11,8
27,12,8
31,12,6
30,12,6
27,11,9
27,9,5
32,9,3
29,11,7
28,12,7
29,10,4
23,7,7
25,12,8
25,7,4
15,7,3
15,9,1
11,4,2
13,6,3
12,8,3
15,6,2
14,8,2
38,6,8
47,9,9
45,8,10
42,8,9
34,11,8
37,10,9
35,13,7
33,11,11
32,12,8
27,10,4
29,11,5
30,12,6
29,10,6
30,10,7
30,8,7
22,8,3
19,7,2
17,6,4
18,6,2
13,7,4
10,7,5
11,6,5
12,6,4
14,7,5
16,4,5
25,4,6
20,4,6
20,4,5
21,6,11
17,5,4
22,7,3
18,8,4
19,8,5
18,4,6
23,6,5
18,4,5
21,5,2
22,9,5
19,8,3
19,6,3
18,7,3
16,3,5
9,3,4
10,6,2
10,4,1
12,6,3
13,6,3
11,3,6
16,2,5
16,4,6
21,5,4
18,3,5
19,4,5
18,3,4
15,4,2
19,8,2
20,7,4
18,9,4
22,9,3
22,8,5
23,5,4
25,10,3
21,5,5
21,6,4
16,4,2
11,7,5
11,4,5
12,5,5
13,6,2
12,7,3
14,7,5
13,4,5
28,8,5
38,9,9
40,7,4
38,11,6
32,8,9
35,9,7
35,13,8
30,12,10
33,14,8
32,10,3
32,11,7
31,11,4
34,13,4
33,9,12
25,9,8
26,7,5
22,6,5
25,8,4
17,6,6
14,8,5
11,8,5
13,3,5
16,5,5
21,6,6
23,8,7
31,7,5
32,10,4
34,7,9
30,6,6
32,10,8
30,8,8
28,14,7
32,12,10
28,7,7
29,10,7
35,10,4
34,10,4
29,11,9
30,9,4
26,7,5
21,5,6
20,6,4
16,6,2
11,5,4
14,4,6
11,8,3
16,7,4
18,7,6
33,5,9
42,10,7
40,7,8
39,9,6
31,7,4
34,8,7
33,12,9
28,10,4
29,12,9
33,8,5
29,11,7
31,11,7
28,9,4
27,8,5
25,9,3
22,6,4
18,8,5
18,7,7
18,9,3
14,6,6
13,8,4
12,9,5
13,4,2
15,3,4
18,10,4
21,9,8
24,9,8
30,13,8
25,6,7
27,10,8
31,11,6
25,11,7
23,8,6
25,9,3
30,10,7
26,13,5
26,10,10
25,14,7
27,10,5
26,8,9
20,5,5
18,4,3
16,8,3
16,6,2
16,9,5
16,6,4
20,4,4
18,9,6
21,3,5
45,10,6
39,8,6
34,10,7
34,10,8
31,7,7
35,8,6
35,9,6
30,8,8
33,7,8
34,9,4
31,10,5
36,11,8
29,10,5
30,8,9
22,6,3
20,6,4
19,7,2
19,8,6
13,6,4
16,4,2
14,5,4
14,3,5
13,3,4
17,7,4
23,4,9
20,5,15
19,4,9
24,6,5
22,6,7
18,6,5
21,8,8
17,9,6
18,8,7
27,9,6
26,6,6
29,8,8
25,6,6
25,5,8
21,7,4
23,3,6
17,6,4
12,2,3
13,6,1
13,5,1
12,6,1
14,4,5
16,4,4
17,6,5
22,5,3
24,4,8
23,5,7
21,4,4
23,4,7
21,9,7
23,9,5
21,8,5
24,5,6
27,7,3
28,8,7
20,6,6
24,5,5
28,6,3
23,6,7
21,8,3
16,7,6
22,7,1
18,4,1
17,3,3
16,8,4
16,8,2
22,9,6
35,5,3
44,10,6
42,10,7
45,11,9
39,9,11
41,11,9
38,10,7
38,10,9
34,12,11
35,14,11
39,12,6
40,11,7
38,10,5
37,10,7
35,11,6
32,11,9
32,7,5
24,5,6
22,8,3
20,8,5
19,6,2
20,8,4
21,7,6
24,6,3
24,8,7
34,10,8
36,10,9
32,9,7
32,11,8
38,12,15
34,14,11
37,12,33
35,8,32
38,12,23
38,16,21
33,14,15
38,11,12
37,10,17
29,10,12
30,10,12
26,12,8
28,9,11
24,9,6
20,5,6
14,7,4
16,7,6
19,8,8
21,6,9
31,11,12
37,8,16
38,10,14
39,8,13
36,7,11
33,11,11
35,12,11
34,11,13
34,14,8
34,9,8
32,11,7
36,11,6
30,12,8
33,12,6
30,10,6
29,12,10
24,10,6
29,8,8
21,8,7
18,11,11
14,5,4
17,5,4
17,9,5
21,9,5
21,9,5
24,11,13
28,11,13
34,12,9
28,9,8
32,12,15
32,12,18
31,9,15
30,13,16
33,9,19
38,13,8
33,9,8
31,12,10
32,12,9
30,6,12
25,8,8
25,10,6
21,6,4
17,5,3
16,7,2
13,6,3
13,6,5
15,8,8
20,5,7
29,10,11
39,9,31
39,8,38
41,10,45
32,10,30
34,13,43
35,11,27
33,13,23
30,12,33
31,11,18
35,8,17
31,10,15
34,8,13
30,10,16
26,9,14
27,8,12
31,8,9
24,10,8
16,6,6
16,4,2
15,6,4
14,6,4
14,5,8
15,5,5
19,4,7
25,6,7
23,7,11
20,8,10
21,9,29
19,6,14
22,4,15
20,6,14
19,7,10
20,7,11
26,7,11
27,6,9
22,8,11
22,5,10
23,8,7
19,6,9
20,5,5
17,8,5
14,7,7
14,6,2
12,5,6
11,5,6
14,6,6
12,3,5
16,6,7
16,8,7
23,5,18
24,8,25
19,7,17
21,7,13
17,5,20
18,7,12
19,6,7
24,8,8
23,5,8
21,9,8
23,7,11
25,10,7
27,10,10
23,7,5
19,8,5
18,7,6
16,9,5
13,7,3
12,8,2
15,6,4
17,8,3
19,7,10
21,6,8
32,8,15
33,12,11
32,13,20
31,11,26
33,13,29
35,15,27
34,10,34
34,13,26
32,12,22
31,14,19
31,14,15
27,11,14
31,12,14
27,11,14
27,9,13
27,8,10
21,12,3
18,6,5
14,6,6
15,7,5
17,4,6
17,10,5
17,6,4
21,6,9
29,9,7
30,5,14
31,12,10
26,6,12
23,8,9
27,10,11
28,9,20
24,7,19
30,9,17
30,14,21
31,13,14
34,11,13
34,15,14
30,9,14
29,9,10
27,10,8
21,11,6
21,8,7
14,7,3
14,7,3
14,7,4
17,6,4
19,6,5
38,8,14
50,13,16
47,12,16
44,8,18
37,9,20
42,12,24
37,12,23
36,11,23
36,12,16
32,12,27
40,12,19
38,11,13
36,14,20
37,13,19
36,11,15
30,14,14
26,11,8
23,9,9
21,12,4
17,6,4
15,6,6
16,5,7
18,9,5
21,8,8
22,9,9
31,9,13
33,10,26
41,11,30
35,10,26
36,11,29
37,10,32
34,11,32
36,12,26
36,11,26
36,12,35
39,14,40
36,11,27
37,13,26
34,14,32
29,12,38
29,7,22
21,8,13
22,8,9
16,7,10
15,4,10
15,3,10
17,6,14
18,8,19
31,10,29
35,10,42
36,14,40
38,10,35
31,9,28
33,8,29
35,8,30
31,12,28
26,12,27
34,10,28
35,8,31
36,14,27
33,13,24
30,10,34
32,11,31
27,12,24
25,9,15
21,6,13
15,11,9
18,6,7
16,6,5
10,6,8
15,8,7
16,5,12
15,6,17
24,8,20
25,8,24
24,6,20
18,7,26
24,10,26
17,4,21
22,8,22
22,7,25
22,7,20
29,10,28
30,9,27
28,9,23
30,10,25
30,12,26
27,10,26
21,10,21
19,6,16
16,7,13
14,5,7
13,7,6
11,8,5
10,4,7
13,4,10
17,7,11
21,4,19
21,5,20
22,9,23
19,7,22
19,6,21
19,4,22
21,9,27
19,5,22
20,8,25
29,7,30
27,9,26
29,10,31
26,11,35
27,8,40
27,15,35
19,10,11
21,7,7
17,6,7
12,6,6
15,8,7
12,5,8
17,9,6
19,10,16
22,9,15
38,11,20
46,13,19
40,16,21
35,8,17
40,10,19
38,13,18
36,14,19
35,12,19
38,16,22
41,16,30
39,17,24
35,15,19
40,13,23
35,12,17
34,11,12
31,12,7
24,9,10
23,8,6
18,8,7
14,8,8
17,9,7
19,7,9
19,7,11
23,9,13
37,12,18
36,13,12
34,15,15
34,12,10
38,13,15
39,14,18
31,11,16
36,13,20
37,14,16
40,11,13
37,12,10
37,16,11
36,12,10
35,10,10
34,13,10
28,10,7
22,11,8
22,9,3
15,9,5
15,6,4
17,10,7
20,10,6
22,12,13
26,14,9
32,11,14
47,17,22
47,16,25
41,12,30
38,14,30
37,18,39
38,15,28
39,14,19
34,15,24
38,13,20
37,15,19
38,16,19
39,15,14
32,13,13
32,11,16
29,9,7
23,9,4
21,11,8
18,6,6
20,8,6
15,8,6
21,9,5
17,7,7
23,9,13
33,9,14
33,11,16
39,14,14
32,12,10
37,13,23
35,14,29
32,12,19
35,12,22
37,11,22
36,17,18
33,17,14
34,15,12
33,14,14
29,11,12
32,11,13
34,9,7
24,8,4
21,12,5
19,10,2
18,7,2
14,9,7
15,7,5
19,10,8
24,12,12
29,9,14
33,10,26
33,11,24
36,13,18
35,15,22
34,9,24
33,10,18
28,12,29
33,16,28
33,13,19
32,14,15
31,12,15
31,12,15
31,12,12
30,13,9
27,10,7
23,10,9
22,8,8
14,9,6
